County,FirstDose,SeriesComplete,Reportasof
Herkimer,34415,32047,12/10/2021
Jefferson,69035,57041,12/10/2021
Kings,1826522,1651122,12/10/2021
Lewis,13466,12707,12/10/2021
Livingston,37553,35231,12/10/2021
Madison,50560,46813,12/10/2021
Monroe,534605,495799,12/10/2021
Montgomery,32539,30460,12/10/2021
Nassau,1134496,1033320,12/10/2021
New York,1436249,1268169,12/10/2021
Niagara,137802,128272,12/10/2021
Oneida,142685,131422,12/10/2021
Onondaga,336719,308896,12/10/2021
Ontario,78347,73133,12/10/2021
Orange,235888,214458,12/10/2021
Orleans,22464,20933,12/10/2021
Oswego,72826,68460,12/10/2021
Otsego,37671,35077,12/10/2021
Putnam,75322,67741,12/10/2021
Queens,1953539,1771965,12/10/2021
Rensselaer,109432,101144,12/10/2021
Richmond,347138,317922,12/10/2021
Rockland,209372,189197,12/10/2021
Saratoga,174748,161959,12/10/2021
Schenectady,124941,115005,12/10/2021
Schoharie,18054,17087,12/10/2021
Schuyler,10412,9651,12/10/2021
Seneca,18185,16926,12/10/2021
St. Lawrence,66710,61914,12/10/2021
Steuben,50693,47379,12/10/2021
Suffolk,1123761,1023574,12/10/2021
Sullivan,46189,41804,12/10/2021
Tioga,23999,22638,12/10/2021
Tompkins,78998,73498,12/10/2021
Ulster,136080,123878,12/10/2021
Warren,49005,45556,12/10/2021
Washington,39015,36529,12/10/2021
Wayne,60252,56262,12/10/2021
Westchester,786550,707651,12/10/2021
Wyoming,21496,20048,12/10/2021
Yates,13537,12438,12/10/2021
Albany,230112,209868,12/11/2021
Allegany,21084,19552,12/11/2021
Bronx,1045193,927891,12/11/2021
Broome,124792,116333,12/11/2021
Cattaraugus,40003,36860,12/11/2021
Cayuga,46376,42939,12/11/2021
Chautauqua,74610,68115,12/11/2021
Chemung,45371,42466,12/11/2021
Chenango,29043,27166,12/11/2021
Clinton,54822,51328,12/11/2021
Columbia,42656,39015,12/11/2021
Cortland,27544,25831,12/11/2021
Delaware,24797,22898,12/11/2021
Dutchess,208333,187675,12/11/2021
Erie,650707,600501,12/11/2021
Essex,25951,24062,12/11/2021
Franklin,28877,26609,12/11/2021
Fulton,27885,25989,12/11/2021
Genesee,34596,32435,12/11/2021
Greene,29728,27072,12/11/2021
Hamilton,3394,3138,12/11/2021
Herkimer,34439,32082,12/11/2021
Jefferson,69074,57116,12/11/2021
Kings,1829544,1653824,12/11/2021
Lewis,13475,12713,12/11/2021
Livingston,37588,35363,12/11/2021
Madison,50590,47042,12/11/2021
Monroe,535042,496878,12/11/2021
Montgomery,32547,30485,12/11/2021
Nassau,1135895,1034842,12/11/2021
New York,1438426,1270010,12/11/2021
Niagara,137966,128688,12/11/2021
Oneida,142772,131652,12/11/2021
Onondaga,337054,309760,12/11/2021
Ontario,78393,73260,12/11/2021
Orange,236100,214747,12/11/2021
Orleans,22474,20971,12/11/2021
Oswego,72863,68500,12/11/2021
Otsego,37694,35174,12/11/2021
Putnam,75394,67833,12/11/2021
Queens,1956764,1774263,12/11/2021
Rensselaer,109543,101430,12/11/2021
Richmond,347711,318436,12/11/2021
Rockland,209487,189367,12/11/2021
Saratoga,174945,162293,12/11/2021
Schenectady,125022,115168,12/11/2021
Schoharie,18063,17100,12/11/2021
Schuyler,10415,9658,12/11/2021
Seneca,18191,16953,12/11/2021
St. Lawrence,66752,61993,12/11/2021
Steuben,50727,47418,12/11/2021
Suffolk,1124839,1024744,12/11/2021
Sullivan,46281,41852,12/11/2021
Tioga,24012,22671,12/11/2021
Tompkins,79071,73537,12/11/2021
Ulster,136245,124252,12/11/2021
Warren,49100,45604,12/11/2021
Washington,39071,36571,12/11/2021
Wayne,60291,56344,12/11/2021
Westchester,787604,708827,12/11/2021
Wyoming,21515,20090,12/11/2021
Yates,13548,12477,12/11/2021
Albany,230190,210234,12/12/2021
Allegany,21085,19555,12/12/2021
Bronx,1045728,928327,12/12/2021
Broome,124815,116446,12/12/2021
Cattaraugus,40021,36875,12/12/2021
Cayuga,46388,42945,12/12/2021
Chautauqua,74640,68179,12/12/2021
Chemung,45383,42478,12/12/2021
Chenango,29048,27174,12/12/2021
Clinton,54836,51353,12/12/2021
Columbia,42671,39033,12/12/2021
Cortland,27547,25836,12/12/2021
Delaware,24804,22902,12/12/2021
Dutchess,208390,187777,12/12/2021
Erie,650998,600868,12/12/2021
Essex,25953,24065,12/12/2021
Franklin,28881,26615,12/12/2021
Fulton,27894,25994,12/12/2021
Genesee,34601,32451,12/12/2021
Greene,29740,27081,12/12/2021
Hamilton,3394,3138,12/12/2021
Herkimer,34452,32103,12/12/2021
Jefferson,69090,57161,12/12/2021
Kings,1831267,1655095,12/12/2021
Lewis,13476,12713,12/12/2021
Livingston,37594,35374,12/12/2021
Madison,50600,47064,12/12/2021
Monroe,535263,497523,12/12/2021
Montgomery,32557,30499,12/12/2021
Nassau,1136532,1035500,12/12/2021
New York,1439559,1270771,12/12/2021
Niagara,138018,128744,12/12/2021
Oneida,143095,131753,12/12/2021
Onondaga,337153,310005,12/12/2021
Ontario,78407,73319,12/12/2021
Orange,236227,214825,12/12/2021
Orleans,22481,20982,12/12/2021
Oswego,72880,68518,12/12/2021
Otsego,37707,35185,12/12/2021
Putnam,75422,67857,12/12/2021
Queens,1958573,1775440,12/12/2021
Rensselaer,109581,101536,12/12/2021
Richmond,347969,318657,12/12/2021
Rockland,209562,189439,12/12/2021
Saratoga,175007,162407,12/12/2021
Schenectady,125069,115255,12/12/2021
Schoharie,18068,17103,12/12/2021
Schuyler,10418,9658,12/12/2021
Seneca,18192,16953,12/12/2021
St. Lawrence,66777,62022,12/12/2021
Steuben,50741,47428,12/12/2021
Suffolk,1125379,1025365,12/12/2021
Sullivan,46313,41874,12/12/2021
Tioga,24018,22680,12/12/2021
Tompkins,79090,73547,12/12/2021
Ulster,136277,124280,12/12/2021
Warren,49108,45634,12/12/2021
Washington,39083,36595,12/12/2021
Wayne,60306,56378,12/12/2021
Westchester,787947,709390,12/12/2021
Wyoming,21517,20096,12/12/2021
Yates,13550,12483,12/12/2021
Albany,230446,210663,12/13/2021
Allegany,21109,19579,12/13/2021
Bronx,1047542,929675,12/13/2021
Broome,124884,116557,12/13/2021
Cattaraugus,40122,36945,12/13/2021
Cayuga,46415,42984,12/13/2021
Chautauqua,74726,68241,12/13/2021
Chemung,45420,42521,12/13/2021
Chenango,29120,27196,12/13/2021
Clinton,54896,51446,12/13/2021
Columbia,42705,39058,12/13/2021
Cortland,27566,25857,12/13/2021
Delaware,24811,22918,12/13/2021
Dutchess,208530,187952,12/13/2021
Erie,651570,601718,12/13/2021
Essex,25975,24089,12/13/2021
Franklin,28971,26641,12/13/2021
Fulton,27909,26020,12/13/2021
Genesee,34641,32486,12/13/2021
Greene,29763,27101,12/13/2021
Hamilton,3395,3139,12/13/2021
Herkimer,34480,32127,12/13/2021
Jefferson,69140,57288,12/13/2021
Kings,1834540,1657511,12/13/2021
Lewis,13486,12723,12/13/2021
Livingston,37615,35404,12/13/2021
Madison,50629,47133,12/13/2021
Monroe,535669,498189,12/13/2021
Montgomery,32589,30531,12/13/2021
Nassau,1137661,1036564,12/13/2021
New York,1442105,1272667,12/13/2021
Niagara,138171,128953,12/13/2021
Oneida,143276,132030,12/13/2021
Onondaga,337458,310636,12/13/2021
Ontario,78451,73375,12/13/2021
Orange,236411,215113,12/13/2021
Orleans,22493,21007,12/13/2021
Oswego,72931,68582,12/13/2021
Otsego,37720,35204,12/13/2021
Putnam,75483,67919,12/13/2021
Queens,1961588,1777557,12/13/2021
Rensselaer,109675,101679,12/13/2021
Richmond,348462,319039,12/13/2021
Rockland,209766,189646,12/13/2021
Saratoga,175130,162618,12/13/2021
Schenectady,125201,115455,12/13/2021
Schoharie,18082,17116,12/13/2021
Schuyler,10449,9696,12/13/2021
Seneca,18201,16972,12/13/2021
St. Lawrence,66844,62106,12/13/2021
Steuben,50805,47487,12/13/2021
Suffolk,1126263,1026198,12/13/2021
Sullivan,46355,41907,12/13/2021
Tioga,24025,22699,12/13/2021
Tompkins,79173,73601,12/13/2021
Ulster,136363,124369,12/13/2021
Warren,49149,45690,12/13/2021
Washington,39115,36655,12/13/2021
Wayne,60350,56462,12/13/2021
Westchester,788880,710531,12/13/2021
Wyoming,21539,20111,12/13/2021
Yates,13560,12532,12/13/2021
Albany,233533,213566,12/14/2021
Allegany,21452,19916,12/14/2021
Bronx,1051130,932713,12/14/2021
Broome,125028,116727,12/14/2021
Cattaraugus,40264,37080,12/14/2021
Cayuga,47036,43611,12/14/2021
Chautauqua,74873,68347,12/14/2021
Chemung,45506,42584,12/14/2021
Chenango,29223,27255,12/14/2021
Clinton,55164,51691,12/14/2021
Columbia,43203,39531,12/14/2021
Cortland,27629,25978,12/14/2021
Delaware,24857,22964,12/14/2021
Dutchess,208937,188323,12/14/2021
Erie,652748,602988,12/14/2021
Essex,26247,24466,12/14/2021
Franklin,29089,26887,12/14/2021
Fulton,28314,26404,12/14/2021
Genesee,35250,33067,12/14/2021
Greene,30289,27595,12/14/2021
Hamilton,3410,3153,12/14/2021
Herkimer,34851,32483,12/14/2021
Jefferson,70111,58269,12/14/2021
Kings,1839756,1661525,12/14/2021
Lewis,13650,12906,12/14/2021
Livingston,38050,35821,12/14/2021
Madison,51408,47947,12/14/2021
Monroe,539677,502419,12/14/2021
Montgomery,33063,30976,12/14/2021
Nassau,1142392,1040955,12/14/2021
New York,1447092,1276374,12/14/2021
Niagara,138499,129336,12/14/2021
Oneida,145170,133958,12/14/2021
Onondaga,341809,314848,12/14/2021
Ontario,79738,74618,12/14/2021
Orange,236907,215563,12/14/2021
Orleans,22835,21339,12/14/2021
Oswego,74290,69925,12/14/2021
Otsego,37805,35307,12/14/2021
Putnam,75596,68074,12/14/2021
Queens,1965680,1780631,12/14/2021
Rensselaer,111015,103052,12/14/2021
Richmond,349354,319764,12/14/2021
Rockland,210074,189886,12/14/2021
Saratoga,176910,164427,12/14/2021
Schenectady,126471,116815,12/14/2021
Schoharie,18331,17358,12/14/2021
Schuyler,10465,9714,12/14/2021
Seneca,18432,17190,12/14/2021
St. Lawrence,67116,62432,12/14/2021
Steuben,51031,47696,12/14/2021
Suffolk,1128437,1028125,12/14/2021
Sullivan,46439,42034,12/14/2021
Tioga,24047,22729,12/14/2021
Tompkins,79261,73673,12/14/2021
Ulster,136629,124608,12/14/2021
Warren,49667,46153,12/14/2021
Washington,39649,37127,12/14/2021
Wayne,61287,57366,12/14/2021
Westchester,790358,712472,12/14/2021
Wyoming,21828,20407,12/14/2021
Yates,13777,12746,12/14/2021
Albany,234858,214709,12/15/2021
Allegany,21838,20285,12/15/2021
Bronx,1056183,937001,12/15/2021
Broome,126482,118201,12/15/2021
Cattaraugus,41191,37894,12/15/2021
Cayuga,47144,43812,12/15/2021
Chautauqua,76148,69582,12/15/2021
Chemung,46261,43312,12/15/2021
Chenango,29635,27606,12/15/2021
Clinton,55267,51754,12/15/2021
Columbia,43287,39617,12/15/2021
Cortland,27978,26325,12/15/2021
Delaware,25087,23175,12/15/2021
Dutchess,211867,191213,12/15/2021
Erie,664260,614315,12/15/2021
Essex,26283,24484,12/15/2021
Franklin,29156,26909,12/15/2021
Fulton,28363,26458,12/15/2021
Genesee,35671,33462,12/15/2021
Greene,30361,27680,12/15/2021
Hamilton,3412,3156,12/15/2021
Herkimer,34900,32541,12/15/2021
Jefferson,70310,58432,12/15/2021
Kings,1846987,1667457,12/15/2021
Lewis,13671,12944,12/15/2021
Livingston,38226,36004,12/15/2021
Madison,51476,47997,12/15/2021
Monroe,541761,504365,12/15/2021
Montgomery,33125,31028,12/15/2021
Nassau,1144597,1042866,12/15/2021
New York,1451699,1279592,12/15/2021
Niagara,141101,131836,12/15/2021
Oneida,145410,134197,12/15/2021
Onondaga,342320,315403,12/15/2021
Ontario,80293,75151,12/15/2021
Orange,239514,218010,12/15/2021
Orleans,23010,21498,12/15/2021
Oswego,74419,70060,12/15/2021
Otsego,38093,35574,12/15/2021
Putnam,76330,68771,12/15/2021
Queens,1972353,1786073,12/15/2021
Rensselaer,111261,103218,12/15/2021
Richmond,351851,321976,12/15/2021
Rockland,211466,191207,12/15/2021
Saratoga,177435,164786,12/15/2021
Schenectady,126749,116993,12/15/2021
Schoharie,18382,17413,12/15/2021
Schuyler,10636,9875,12/15/2021
Seneca,18503,17257,12/15/2021
St. Lawrence,67171,62479,12/15/2021
Steuben,52634,49256,12/15/2021
Suffolk,1136911,1035987,12/15/2021
Sullivan,47006,42632,12/15/2021
Tioga,24274,22954,12/15/2021
Tompkins,79622,74004,12/15/2021
Ulster,138155,126079,12/15/2021
Warren,49715,46197,12/15/2021
Washington,39688,37170,12/15/2021
Wayne,61460,57538,12/15/2021
Westchester,795096,716796,12/15/2021
Wyoming,22049,20635,12/15/2021
Yates,13904,12862,12/15/2021
Albany,235660,215464,12/16/2021
Allegany,21917,20351,12/16/2021
Bronx,1059226,938873,12/16/2021
Broome,126662,118344,12/16/2021
Cattaraugus,41279,37979,12/16/2021
Cayuga,47205,43868,12/16/2021
Chautauqua,76341,69716,12/16/2021
Chemung,46337,43374,12/16/2021
Chenango,29667,27648,12/16/2021
Clinton,55409,51871,12/16/2021
Columbia,43348,39667,12/16/2021
Cortland,28028,26355,12/16/2021
Delaware,25120,23209,12/16/2021
Dutchess,212364,191582,12/16/2021
Erie,665602,615883,12/16/2021
Essex,26325,24511,12/16/2021
Franklin,29211,26934,12/16/2021
Fulton,28415,26493,12/16/2021
Genesee,35737,33505,12/16/2021
Greene,30391,27731,12/16/2021
Hamilton,3414,3158,12/16/2021
Herkimer,34937,32585,12/16/2021
Jefferson,70435,58515,12/16/2021
Kings,1851087,1670005,12/16/2021
Lewis,13697,12962,12/16/2021
Livingston,38288,36054,12/16/2021
Madison,51587,48076,12/16/2021
Monroe,542636,505140,12/16/2021
Montgomery,33181,31066,12/16/2021
Nassau,1146500,1044222,12/16/2021
New York,1455324,1281412,12/16/2021
Niagara,141387,132098,12/16/2021
Oneida,145650,134422,12/16/2021
Onondaga,342889,315920,12/16/2021
Ontario,80479,75308,12/16/2021
Orange,239963,218376,12/16/2021
Orleans,23059,21550,12/16/2021
Oswego,74527,70160,12/16/2021
Otsego,38148,35624,12/16/2021
Putnam,76465,68866,12/16/2021
Queens,1976009,1788158,12/16/2021
Rensselaer,111448,103390,12/16/2021
Richmond,352669,322537,12/16/2021
Rockland,211777,191456,12/16/2021
Saratoga,177747,165039,12/16/2021
Schenectady,126958,117235,12/16/2021
Schoharie,18399,17439,12/16/2021
Schuyler,10672,9896,12/16/2021
Seneca,18535,17287,12/16/2021
St. Lawrence,67235,62530,12/16/2021
Steuben,52835,49426,12/16/2021
Suffolk,1138777,1037400,12/16/2021
Sullivan,47082,42679,12/16/2021
Tioga,24318,22987,12/16/2021
Tompkins,79786,74090,12/16/2021
Ulster,138364,126256,12/16/2021
Warren,49823,46261,12/16/2021
Washington,39763,37233,12/16/2021
Wayne,61580,57627,12/16/2021
Westchester,796821,717906,12/16/2021
Wyoming,22083,20674,12/16/2021
Yates,13948,12896,12/16/2021
Albany,236018,215661,12/17/2021
Allegany,21954,20374,12/17/2021
Bronx,1062851,940621,12/17/2021
Broome,126775,118435,12/17/2021
Cattaraugus,41346,38008,12/17/2021
Cayuga,47252,43913,12/17/2021
Chautauqua,76457,69809,12/17/2021
Chemung,46478,43433,12/17/2021
Chenango,29707,27663,12/17/2021
Clinton,55521,51934,12/17/2021
Columbia,43390,39690,12/17/2021
Cortland,28060,26377,12/17/2021
Delaware,25143,23233,12/17/2021
Dutchess,212676,191793,12/17/2021
Erie,666599,616434,12/17/2021
Essex,26362,24542,12/17/2021
Franklin,29243,26958,12/17/2021
Fulton,28449,26509,12/17/2021
Genesee,35771,33539,12/17/2021
Greene,30438,27761,12/17/2021
Hamilton,3415,3159,12/17/2021
Herkimer,34981,32615,12/17/2021
Jefferson,70533,58593,12/17/2021
Kings,1855582,1672376,12/17/2021
Lewis,13710,12973,12/17/2021
Livingston,38316,36082,12/17/2021
Madison,51689,48137,12/17/2021
Monroe,543232,505518,12/17/2021
Montgomery,33225,31089,12/17/2021
Nassau,1148362,1045425,12/17/2021
New York,1458981,1283023,12/17/2021
Niagara,141565,132202,12/17/2021
Oneida,145821,134524,12/17/2021
Onondaga,343308,316187,12/17/2021
Ontario,80552,75344,12/17/2021
Orange,240333,218603,12/17/2021
Orleans,23075,21569,12/17/2021
Oswego,74588,70209,12/17/2021
Otsego,38199,35646,12/17/2021
Putnam,76593,68926,12/17/2021
Queens,1980487,1790464,12/17/2021
Rensselaer,111592,103459,12/17/2021
Richmond,353323,322881,12/17/2021
Rockland,212109,191650,12/17/2021
Saratoga,177982,165157,12/17/2021
Schenectady,127099,117331,12/17/2021
Schoharie,18419,17451,12/17/2021
Schuyler,10686,9932,12/17/2021
Seneca,18544,17301,12/17/2021
St. Lawrence,67310,62606,12/17/2021
Steuben,52918,49488,12/17/2021
Suffolk,1140510,1038452,12/17/2021
Sullivan,47130,42720,12/17/2021
Tioga,24349,23008,12/17/2021
Tompkins,79930,74134,12/17/2021
Ulster,138566,126354,12/17/2021
Warren,49873,46278,12/17/2021
Washington,39807,37256,12/17/2021
Wayne,61647,57669,12/17/2021
Westchester,798754,718828,12/17/2021
Wyoming,22100,20711,12/17/2021
Yates,13956,12900,12/17/2021
Albany,236285,215841,12/18/2021
Allegany,21979,20383,12/18/2021
Bronx,1065974,942152,12/18/2021
Broome,126883,118517,12/18/2021
Cattaraugus,41375,38035,12/18/2021
Cayuga,47279,43943,12/18/2021
Chautauqua,76595,69884,12/18/2021
Chemung,46515,43457,12/18/2021
Chenango,29734,27684,12/18/2021
Clinton,55624,51948,12/18/2021
Columbia,43434,39724,12/18/2021
Cortland,28076,26388,12/18/2021
Delaware,25172,23248,12/18/2021
Dutchess,212921,192039,12/18/2021
Erie,667310,617068,12/18/2021
Essex,26371,24546,12/18/2021
Franklin,29257,26974,12/18/2021
Fulton,28468,26524,12/18/2021
Genesee,35800,33563,12/18/2021
Greene,30457,27773,12/18/2021
Hamilton,3415,3159,12/18/2021
Herkimer,35008,32631,12/18/2021
Jefferson,70600,58649,12/18/2021
Kings,1860256,1674878,12/18/2021
Lewis,13711,12982,12/18/2021
Livingston,38352,36137,12/18/2021
Madison,51729,48167,12/18/2021
Monroe,543745,505981,12/18/2021
Montgomery,33242,31105,12/18/2021
Nassau,1150065,1046550,12/18/2021
New York,1462137,1284598,12/18/2021
Niagara,141702,132370,12/18/2021
Oneida,145978,134619,12/18/2021
Onondaga,343859,316490,12/18/2021
Ontario,80643,75412,12/18/2021
Orange,240708,218840,12/18/2021
Orleans,23080,21582,12/18/2021
Oswego,74639,70241,12/18/2021
Otsego,38237,35691,12/18/2021
Putnam,76725,69021,12/18/2021
Queens,1985011,1792856,12/18/2021
Rensselaer,111693,103543,12/18/2021
Richmond,353987,323334,12/18/2021
Rockland,212251,191783,12/18/2021
Saratoga,178184,165385,12/18/2021
Schenectady,127222,117481,12/18/2021
Schoharie,18441,17465,12/18/2021
Schuyler,10689,9937,12/18/2021
Seneca,18555,17316,12/18/2021
St. Lawrence,67337,62623,12/18/2021
Steuben,52948,49516,12/18/2021
Suffolk,1141809,1039384,12/18/2021
Sullivan,47154,42753,12/18/2021
Tioga,24371,23023,12/18/2021
Tompkins,79982,74166,12/18/2021
Ulster,138737,126514,12/18/2021
Warren,49950,46309,12/18/2021
Washington,39866,37293,12/18/2021
Wayne,61723,57741,12/18/2021
Westchester,801048,720647,12/18/2021
Wyoming,22110,20735,12/18/2021
Yates,13967,12909,12/18/2021
Albany,236383,215898,12/19/2021
Allegany,21991,20385,12/19/2021
Bronx,1066902,942595,12/19/2021
Broome,126918,118558,12/19/2021
Cattaraugus,41393,38043,12/19/2021
Cayuga,47290,43954,12/19/2021
Chautauqua,76641,69930,12/19/2021
Chemung,46526,43465,12/19/2021
Chenango,29748,27689,12/19/2021
Clinton,55630,51966,12/19/2021
Columbia,43454,39738,12/19/2021
Cortland,28085,26402,12/19/2021
Delaware,25182,23255,12/19/2021
Dutchess,213156,192438,12/19/2021
Erie,667765,617438,12/19/2021
Essex,26372,24548,12/19/2021
Franklin,29263,26981,12/19/2021
Fulton,28482,26536,12/19/2021
Genesee,35810,33580,12/19/2021
Greene,30467,27784,12/19/2021
Hamilton,3415,3161,12/19/2021
Herkimer,35018,32651,12/19/2021
Jefferson,70628,58676,12/19/2021
Kings,1862360,1676047,12/19/2021
Lewis,13712,12987,12/19/2021
Livingston,38372,36159,12/19/2021
Madison,51738,48187,12/19/2021
Monroe,544109,506538,12/19/2021
Montgomery,33249,31117,12/19/2021
Nassau,1151125,1047238,12/19/2021
New York,1463685,1285219,12/19/2021
Niagara,141756,132423,12/19/2021
Oneida,146037,134699,12/19/2021
Onondaga,344025,316680,12/19/2021
Ontario,80679,75456,12/19/2021
Orange,240845,218974,12/19/2021
Orleans,23087,21590,12/19/2021
Oswego,74660,70266,12/19/2021
Otsego,38247,35698,12/19/2021
Putnam,76770,69054,12/19/2021
Queens,1987265,1794120,12/19/2021
Rensselaer,111729,103598,12/19/2021
Richmond,354276,323527,12/19/2021
Rockland,212402,191926,12/19/2021
Saratoga,178282,165515,12/19/2021
Schenectady,127277,117528,12/19/2021
Schoharie,18446,17470,12/19/2021
Schuyler,10690,9939,12/19/2021
Seneca,18557,17320,12/19/2021
St. Lawrence,67350,62638,12/19/2021
Steuben,52972,49540,12/19/2021
Suffolk,1142633,1040010,12/19/2021
Sullivan,47184,42779,12/19/2021
Tioga,24374,23028,12/19/2021
Tompkins,80067,74180,12/19/2021
Ulster,138809,126649,12/19/2021
Warren,49959,46326,12/19/2021
Washington,39884,37316,12/19/2021
Wayne,61740,57786,12/19/2021
Westchester,801639,721118,12/19/2021
Wyoming,22120,20741,12/19/2021
Yates,13969,12916,12/19/2021
Albany,236655,216055,12/20/2021
Allegany,22002,20409,12/20/2021
Bronx,1069842,943886,12/20/2021
Broome,126999,118624,12/20/2021
Cattaraugus,41432,38090,12/20/2021
Cayuga,47319,43981,12/20/2021
Chautauqua,76686,69956,12/20/2021
Chemung,46569,43486,12/20/2021
Chenango,29782,27702,12/20/2021
Clinton,55685,52092,12/20/2021
Columbia,43545,39790,12/20/2021
Cortland,28110,26432,12/20/2021
Delaware,25188,23264,12/20/2021
Dutchess,213371,192599,12/20/2021
Erie,668409,617943,12/20/2021
Essex,26404,24587,12/20/2021
Franklin,29294,27002,12/20/2021
Fulton,28506,26562,12/20/2021
Genesee,35826,33600,12/20/2021
Greene,30491,27797,12/20/2021
Hamilton,3417,3161,12/20/2021
Herkimer,35041,32672,12/20/2021
Jefferson,70702,58774,12/20/2021
Kings,1866694,1678104,12/20/2021
Lewis,13752,13000,12/20/2021
Livingston,38397,36174,12/20/2021
Madison,51788,48223,12/20/2021
Monroe,544535,506814,12/20/2021
Montgomery,33281,31148,12/20/2021
Nassau,1152729,1048380,12/20/2021
New York,1466718,1286505,12/20/2021
Niagara,141887,132511,12/20/2021
Oneida,146133,134824,12/20/2021
Onondaga,344298,316938,12/20/2021
Ontario,80720,75506,12/20/2021
Orange,241203,219204,12/20/2021
Orleans,23101,21610,12/20/2021
Oswego,74719,70315,12/20/2021
Otsego,38263,35707,12/20/2021
Putnam,76896,69117,12/20/2021
Queens,1991121,1795782,12/20/2021
Rensselaer,111866,103653,12/20/2021
Richmond,354890,323814,12/20/2021
Rockland,212686,192153,12/20/2021
Saratoga,178473,165637,12/20/2021
Schenectady,127391,117630,12/20/2021
Schoharie,18458,17479,12/20/2021
Schuyler,10708,9941,12/20/2021
Seneca,18568,17336,12/20/2021
St. Lawrence,67408,62785,12/20/2021
Steuben,53002,49568,12/20/2021
Suffolk,1143798,1040900,12/20/2021
Sullivan,47329,42826,12/20/2021
Tioga,24388,23038,12/20/2021
Tompkins,80134,74229,12/20/2021
Ulster,138905,126729,12/20/2021
Warren,49980,46364,12/20/2021
